Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color
Toyota Innova,19.41,10.7,7,MUV,Diesel,Automatic,Excellent,Sporty,White
Kia Seltos,40.8,15.5,5,SUV,Hybrid,Manual,Excellent,Luxury,Red
MG Hector,27.62,21.4,5,Hatchback,Electric,Automatic,New,Sporty,Silver
Kia Seltos,10.58,20.5,4,Sedan,CNG,Automatic,New,Luxury,Blue
MG Hector,35.21,22.5,7,Hatchback,Hybrid,Manual,Used,Luxury,Red
Maruti Baleno,29.13,26.9,5,Hatchback,Diesel,Manual,Excellent,Family,Blue
Honda City,27.8,15.5,7,Hatchback,Diesel,Manual,Excellent,Family,Black
Toyota Fortuner,5.38,17.3,5,SUV,Petrol,Manual,Excellent,Family,Red
Maruti Baleno,7.89,12.6,4,Hatchback,Petrol,Automatic,Excellent,Luxury,Red
MG Hector,16.5,22.2,4,Hatchback,Electric,Manual,Used,Family,White
Honda City,41.66,18.9,7,MUV,Hybrid,Automatic,Excellent,Luxury,Silver
Honda City,26.48,11.3,4,Sedan,Electric,Automatic,New,Sporty,Grey
Kia Seltos,5.67,15.4,4,Sedan,Petrol,Automatic,Excellent,Sporty,Silver
Hyundai Creta,21.57,14.8,4,Hatchback,Diesel,Automatic,New,Family,White
Hyundai Venue,32.94,10.1,7,SUV,Electric,Manual,New,Sporty,Black
Toyota Innova,42.63,22.3,4,MUV,Diesel,Manual,Excellent,Sporty,Blue
Honda City,35.9,21.7,7,Sedan,Electric,Manual,Used,Family,Red
Renault Triber,43.43,26.3,7,Sedan,Electric,Manual,Used,Sporty,Red
Mahindra Scorpio,5.93,24.1,7,Hatchback,CNG,Manual,New,Sporty,Blue
Tata Nexon,44.13,27.6,5,Sedan,CNG,Manual,Used,Sporty,Grey
Honda City,7.08,24.9,4,MUV,Diesel,Manual,New,Family,Black
Maruti Baleno,20.15,27.3,4,Hatchback,Diesel,Automatic,Excellent,Family,Red
Toyota Fortuner,26.26,20.2,5,MUV,Hybrid,Manual,New,Luxury,Black
Maruti Baleno,35.31,25.1,7,Hatchback,Diesel,Manual,Excellent,Sporty,Black
Hyundai Creta,36.94,27.7,5,Hatchback,Diesel,Automatic,Used,Luxury,Black
Hyundai Venue,38.87,19.6,7,SUV,Diesel,Automatic,Excellent,Family,Grey
Toyota Innova,10.95,24.3,5,Hatchback,Hybrid,Automatic,Excellent,Family,Black
MG Hector,7.92,13.0,5,SUV,CNG,Manual,Excellent,Luxury,White
Mahindra Scorpio,27.65,23.4,4,MUV,Hybrid,Automatic,New,Luxury,Grey
Hyundai Creta,31.47,15.1,5,Hatchback,Diesel,Automatic,New,Sporty,Blue
Mahindra Scorpio,9.18,19.0,7,MUV,CNG,Manual,Excellent,Sporty,Grey
Hyundai Venue,42.06,16.5,4,SUV,CNG,Automatic,New,Luxury,White
Honda City,33.52,24.1,7,Sedan,Electric,Manual,Excellent,Family,Red
Kia Seltos,16.8,25.7,7,MUV,Diesel,Automatic,New,Sporty,White
Renault Triber,40.68,18.5,5,SUV,Diesel,Manual,Excellent,Family,Silver
Toyota Innova,24.27,22.9,4,Hatchback,Diesel,Manual,Excellent,Luxury,Grey
Maruti Swift,15.5,12.4,7,Sedan,CNG,Automatic,Excellent,Family,Black
Maruti Baleno,11.24,22.6,7,SUV,Hybrid,Automatic,New,Luxury,Red
Toyota Innova,12.62,12.2,5,Hatchback,CNG,Manual,Excellent,Sporty,Silver
Maruti Swift,35.96,26.4,5,SUV,Diesel,Manual,Excellent,Family,Silver
Kia Seltos,14.61,24.9,7,MUV,CNG,Manual,Used,Luxury,Grey
Toyota Innova,29.88,23.7,5,MUV,Hybrid,Automatic,Excellent,Family,White
Tata Nexon,30.67,16.8,5,SUV,CNG,Automatic,Excellent,Sporty,Blue
MG Hector,31.51,15.7,4,Sedan,Diesel,Manual,Excellent,Luxury,Black
Honda City,22.16,25.3,5,MUV,Diesel,Manual,Used,Family,Blue
Mahindra Scorpio,38.48,25.9,7,Sedan,Hybrid,Automatic,Excellent,Luxury,Grey
Hyundai Creta,25.49,14.3,7,Hatchback,Diesel,Manual,Used,Family,Red
Hyundai Creta,38.81,10.3,7,SUV,Hybrid,Automatic,New,Sporty,Black
Tata Nexon,14.9,20.8,4,Hatchback,CNG,Manual,Excellent,Luxury,Silver
Kia Seltos,9.22,12.0,5,Hatchback,Electric,Manual,Used,Sporty,White
Maruti Baleno,31.96,13.2,4,Sedan,CNG,Automatic,Used,Family,Grey
Toyota Fortuner,24.26,11.2,4,Sedan,Hybrid,Manual,Excellent,Family,Silver
MG Hector,4.97,17.9,4,Sedan,Electric,Automatic,Used,Sporty,Black
Maruti Baleno,11.76,26.9,4,MUV,CNG,Manual,Excellent,Luxury,Grey
Hyundai Venue,27.42,14.8,4,MUV,Hybrid,Automatic,Used,Luxury,Blue
Honda City,5.81,17.0,4,Hatchback,Hybrid,Automatic,New,Family,Black
Kia Seltos,25.91,20.4,4,SUV,Diesel,Manual,Used,Sporty,Black
Toyota Innova,20.7,27.8,7,Sedan,Hybrid,Manual,Excellent,Luxury,Silver
Renault Triber,30.09,27.4,5,MUV,Electric,Manual,Used,Luxury,Blue
Toyota Fortuner,28.93,22.3,5,MUV,Diesel,Automatic,New,Sporty,Grey
Mahindra Scorpio,19.92,19.9,7,SUV,Petrol,Manual,Excellent,Sporty,White
Maruti Swift,37.68,26.9,7,MUV,Electric,Automatic,Used,Family,Grey
Mahindra Scorpio,15.93,16.9,4,SUV,CNG,Manual,Excellent,Luxury,Blue
Mahindra Scorpio,5.11,21.2,4,Sedan,Diesel,Automatic,Used,Sporty,Silver
Tata Nexon,16.5,21.4,5,Sedan,Electric,Automatic,Excellent,Sporty,Blue
Maruti Baleno,8.89,15.8,5,SUV,Petrol,Automatic,Used,Sporty,Silver
Mahindra Scorpio,39.06,20.8,4,Hatchback,Electric,Automatic,Excellent,Luxury,Red
Renault Triber,37.23,22.7,7,MUV,Petrol,Manual,New,Sporty,Grey
Toyota Innova,28.14,13.3,7,SUV,Electric,Manual,Excellent,Family,Black
Hyundai Creta,19.33,26.6,5,Hatchback,Petrol,Automatic,New,Luxury,White
MG Hector,10.78,19.6,7,Sedan,Petrol,Automatic,Excellent,Family,Red
Maruti Swift,29.07,22.5,7,Sedan,Diesel,Automatic,New,Luxury,Grey
Hyundai Creta,31.02,20.0,5,Sedan,Petrol,Manual,New,Family,Silver
Toyota Innova,14.78,18.8,7,Hatchback,Electric,Manual,Excellent,Sporty,Black
Mahindra Scorpio,6.54,24.2,4,MUV,Electric,Manual,New,Luxury,White
Maruti Swift,11.8,24.3,4,Sedan,Diesel,Manual,Used,Family,White
Kia Seltos,13.75,10.1,4,Sedan,Electric,Automatic,New,Luxury,Grey
Toyota Innova,23.63,27.4,7,SUV,Hybrid,Automatic,Excellent,Luxury,White
Toyota Fortuner,15.78,23.4,4,Hatchback,Electric,Automatic,New,Luxury,Black
Maruti Baleno,12.96,14.6,4,Sedan,Hybrid,Manual,New,Luxury,Silver
Hyundai Venue,29.69,16.2,7,Sedan,Hybrid,Manual,New,Family,Black
Honda City,31.54,16.8,7,Sedan,Diesel,Automatic,Excellent,Sporty,Blue
Toyota Innova,12.59,12.1,4,Sedan,Diesel,Automatic,Excellent,Luxury,Grey
MG Hector,29.31,20.8,7,MUV,CNG,Manual,Used,Sporty,Black
Maruti Swift,39.71,13.6,4,Sedan,CNG,Automatic,Used,Family,White
Toyota Innova,33.17,12.2,5,Sedan,CNG,Manual,Excellent,Luxury,Silver
Hyundai Creta,25.41,16.9,5,Hatchback,Electric,Automatic,Excellent,Luxury,White
Mahindra Scorpio,41.97,12.1,7,SUV,CNG,Manual,Excellent,Family,Black
Kia Seltos,10.59,27.2,7,Hatchback,Electric,Automatic,Excellent,Sporty,Black
Toyota Innova,29.4,19.6,4,Sedan,Hybrid,Automatic,Excellent,Sporty,Black
Toyota Innova,36.66,19.3,5,Sedan,Hybrid,Automatic,Excellent,Family,White
Toyota Innova,6.09,17.3,7,Hatchback,Petrol,Automatic,Excellent,Sporty,Black
MG Hector,35.64,18.3,7,MUV,Hybrid,Manual,New,Luxury,Blue
Mahindra Scorpio,8.82,14.4,7,Hatchback,Petrol,Manual,Excellent,Sporty,Grey
Honda City,43.02,25.7,7,SUV,Diesel,Manual,Excellent,Luxury,Red
Maruti Baleno,37.79,14.7,5,SUV,Hybrid,Manual,Used,Family,Black
Renault Triber,10.54,15.6,7,SUV,Diesel,Manual,New,Family,Blue
Hyundai Venue,23.8,17.0,4,MUV,Electric,Automatic,Used,Luxury,Silver
Maruti Baleno,26.53,14.8,5,MUV,Petrol,Manual,New,Family,White
Hyundai Venue,29.14,15.1,7,Sedan,Electric,Manual,Used,Sporty,Blue
Kia Seltos,42.18,26.0,7,SUV,Diesel,Automatic,New,Sporty,Silver
Toyota Innova,7.24,16.0,7,Hatchback,Hybrid,Manual,Excellent,Family,Red
Honda City,41.43,19.5,7,Hatchback,Hybrid,Automatic,Excellent,Sporty,White
Kia Seltos,29.8,10.0,4,Hatchback,Electric,Automatic,New,Sporty,Black
Renault Triber,9.17,27.0,7,Sedan,Diesel,Automatic,New,Luxury,Silver
Hyundai Venue,20.7,14.8,7,Sedan,Petrol,Manual,New,Luxury,Silver
Mahindra Scorpio,18.67,10.2,7,MUV,Electric,Manual,Used,Luxury,Red
Mahindra Scorpio,15.29,19.5,7,SUV,Hybrid,Manual,Used,Family,Black
Honda City,14.41,14.6,5,SUV,Electric,Manual,New,Luxury,Black
Maruti Swift,28.4,25.6,5,Sedan,Petrol,Automatic,New,Family,Red
Kia Seltos,28.62,17.3,5,MUV,CNG,Manual,Excellent,Sporty,White
Toyota Innova,7.91,11.7,7,Sedan,Hybrid,Manual,Excellent,Luxury,Silver
Tata Nexon,44.65,18.7,7,MUV,CNG,Manual,New,Luxury,White
Hyundai Creta,38.37,12.4,5,Hatchback,CNG,Automatic,Used,Luxury,Grey
Toyota Innova,7.4,10.9,5,SUV,Diesel,Automatic,Excellent,Sporty,Black
Tata Nexon,19.51,17.1,5,MUV,Electric,Manual,Used,Sporty,Black
Kia Seltos,42.97,26.1,5,Sedan,Diesel,Automatic,New,Sporty,Silver
Maruti Baleno,41.28,21.5,5,Hatchback,Petrol,Automatic,Excellent,Sporty,Red
Toyota Innova,19.52,22.2,5,Hatchback,Hybrid,Manual,Excellent,Family,Grey
Tata Nexon,31.28,10.2,4,SUV,Diesel,Automatic,Used,Family,White
Hyundai Creta,44.97,20.2,7,Hatchback,CNG,Automatic,Excellent,Sporty,Black
Maruti Swift,27.51,24.7,7,MUV,Petrol,Automatic,Excellent,Sporty,Silver
MG Hector,30.45,18.8,7,Sedan,Electric,Manual,Used,Sporty,Blue
Maruti Swift,30.75,20.5,4,SUV,Electric,Automatic,New,Family,Black
Kia Seltos,10.85,13.8,5,MUV,Diesel,Manual,New,Luxury,Blue
Kia Seltos,43.66,15.2,4,MUV,Hybrid,Automatic,Used,Family,Black
Maruti Swift,24.56,14.7,4,MUV,Diesel,Manual,New,Sporty,Grey
Tata Nexon,35.64,12.2,7,MUV,Hybrid,Manual,Used,Luxury,Black
Hyundai Creta,39.12,27.4,7,Hatchback,Diesel,Automatic,Excellent,Sporty,Red
Toyota Fortuner,8.3,21.2,5,MUV,Electric,Manual,Excellent,Sporty,Black
Maruti Baleno,26.3,19.1,7,Hatchback,CNG,Automatic,Excellent,Family,White
Maruti Swift,20.36,20.5,5,MUV,Electric,Manual,New,Family,Silver
Maruti Swift,41.28,24.4,7,Sedan,Diesel,Manual,Excellent,Sporty,Red
Kia Seltos,9.39,15.8,7,SUV,Hybrid,Automatic,Excellent,Luxury,White
Mahindra Scorpio,21.59,19.3,5,Hatchback,Petrol,Automatic,Excellent,Family,Grey
Hyundai Venue,26.91,13.9,7,Hatchback,Diesel,Manual,Used,Sporty,Silver
MG Hector,41.47,15.7,5,Hatchback,CNG,Automatic,Excellent,Luxury,Grey
Hyundai Venue,39.96,22.4,4,MUV,CNG,Automatic,Excellent,Sporty,Silver
Tata Nexon,42.66,13.2,4,Sedan,Hybrid,Automatic,Used,Sporty,Blue
Hyundai Creta,17.82,16.0,5,SUV,Electric,Automatic,Excellent,Sporty,Black
Mahindra Scorpio,41.55,14.1,7,MUV,Hybrid,Automatic,Excellent,Family,White
MG Hector,21.7,20.1,4,Sedan,Petrol,Manual,Excellent,Luxury,Black
Honda City,41.38,20.6,5,SUV,Diesel,Automatic,New,Luxury,Silver
Maruti Swift,10.93,26.8,7,SUV,CNG,Automatic,Used,Sporty,White
MG Hector,12.83,13.7,4,Hatchback,Petrol,Manual,New,Sporty,Red
Renault Triber,12.9,15.4,4,Sedan,CNG,Manual,Excellent,Family,Blue
Mahindra Scorpio,16.81,22.3,4,SUV,Hybrid,Manual,New,Family,Blue
Renault Triber,7.69,14.0,4,Sedan,Hybrid,Manual,Used,Sporty,White
Kia Seltos,34.92,27.6,7,Hatchback,Electric,Automatic,Excellent,Family,Black
MG Hector,38.62,15.3,5,MUV,Hybrid,Automatic,Excellent,Luxury,Grey
Tata Nexon,32.14,20.3,5,MUV,Hybrid,Automatic,New,Luxury,Grey
Hyundai Venue,17.18,19.3,7,SUV,Diesel,Manual,Used,Family,Silver
Honda City,6.87,13.1,7,Hatchback,Diesel,Manual,Excellent,Luxury,White
Toyota Innova,20.05,20.0,4,MUV,Diesel,Manual,Excellent,Luxury,White
Maruti Baleno,38.44,15.9,5,SUV,CNG,Manual,New,Sporty,White
Tata Nexon,16.31,24.3,7,Hatchback,Petrol,Manual,Excellent,Luxury,Silver
Toyota Innova,17.92,25.4,7,SUV,CNG,Manual,Excellent,Luxury,Blue
Toyota Fortuner,12.47,12.6,4,Hatchback,Hybrid,Automatic,Excellent,Sporty,Silver
Hyundai Venue,40.74,14.3,5,MUV,Diesel,Manual,New,Sporty,Black
MG Hector,18.23,19.1,5,Sedan,Electric,Automatic,Used,Luxury,White
Toyota Innova,4.5,12.3,7,Hatchback,Diesel,Automatic,Excellent,Family,Blue
Mahindra Scorpio,39.05,12.2,7,Sedan,Hybrid,Automatic,Excellent,Sporty,Red
Kia Seltos,6.0,14.8,4,SUV,Diesel,Manual,Excellent,Family,Blue
Hyundai Creta,25.98,22.0,4,Sedan,CNG,Manual,Used,Family,Grey
Mahindra Scorpio,43.86,15.3,5,SUV,Hybrid,Manual,New,Family,Silver
Maruti Baleno,10.28,21.7,4,Hatchback,Hybrid,Manual,Used,Family,White
Renault Triber,25.9,17.4,7,Sedan,Petrol,Automatic,Used,Luxury,White
Mahindra Scorpio,36.49,20.2,4,Sedan,Petrol,Manual,Used,Family,Silver
Hyundai Creta,6.43,15.7,4,SUV,Diesel,Automatic,New,Family,Red
Honda City,31.81,24.9,5,SUV,Petrol,Manual,New,Family,Grey
Hyundai Creta,31.73,12.1,4,SUV,Hybrid,Automatic,Used,Luxury,Black
Mahindra Scorpio,42.78,27.1,5,MUV,Petrol,Automatic,New,Sporty,Red
Kia Seltos,42.1,25.7,7,MUV,Petrol,Automatic,Used,Luxury,Red
Toyota Innova,22.52,20.4,5,Hatchback,Petrol,Automatic,Excellent,Luxury,White
Hyundai Venue,23.21,20.6,4,Hatchback,CNG,Manual,New,Sporty,Red
Mahindra Scorpio,23.45,11.4,5,Sedan,CNG,Automatic,Excellent,Family,White
Renault Triber,29.04,22.7,7,MUV,Petrol,Automatic,Used,Sporty,Blue
Maruti Swift,22.39,25.5,7,Hatchback,Petrol,Manual,New,Sporty,Black
Mahindra Scorpio,44.82,18.5,7,SUV,CNG,Manual,New,Family,Black
Kia Seltos,32.72,27.7,7,SUV,Hybrid,Automatic,New,Sporty,Red
Hyundai Venue,38.9,23.9,4,SUV,Petrol,Automatic,Excellent,Family,Red
Mahindra Scorpio,21.19,17.6,5,Sedan,Diesel,Automatic,New,Sporty,Red
Honda City,32.23,17.4,5,MUV,Diesel,Manual,Excellent,Luxury,Grey
Renault Triber,18.1,21.7,4,Hatchback,CNG,Automatic,Excellent,Sporty,White
Renault Triber,11.13,20.9,4,Hatchback,Hybrid,Automatic,Excellent,Sporty,Grey
MG Hector,39.08,17.9,4,MUV,Petrol,Automatic,Excellent,Sporty,Grey
MG Hector,5.14,23.7,5,MUV,CNG,Automatic,New,Family,Black
Renault Triber,40.34,15.5,4,SUV,CNG,Manual,Used,Sporty,Blue
Mahindra Scorpio,30.63,24.3,7,MUV,Hybrid,Automatic,Excellent,Sporty,Red
Toyota Fortuner,15.23,24.5,4,SUV,Petrol,Manual,Excellent,Family,Grey
Honda City,18.1,19.7,5,Hatchback,CNG,Manual,Excellent,Luxury,White
Toyota Fortuner,7.98,22.4,5,MUV,Petrol,Automatic,New,Family,Silver
Toyota Fortuner,18.95,10.5,7,Sedan,CNG,Manual,Excellent,Family,White
MG Hector,14.27,25.2,4,MUV,CNG,Automatic,New,Sporty,Silver
MG Hector,42.95,15.9,5,Sedan,Petrol,Manual,New,Sporty,Red
Maruti Baleno,19.57,22.1,7,MUV,Petrol,Manual,New,Luxury,White
Hyundai Creta,43.0,19.1,5,Sedan,Petrol,Automatic,Used,Family,Red
Honda City,13.2,25.3,4,Sedan,CNG,Automatic,Excellent,Luxury,Silver
Mahindra Scorpio,23.93,10.8,7,Hatchback,CNG,Manual,New,Family,Black
Renault Triber,11.96,22.5,5,SUV,Hybrid,Automatic,New,Luxury,Silver
Toyota Fortuner,25.89,19.2,4,Sedan,Hybrid,Manual,New,Family,Red
MG Hector,24.32,10.4,5,SUV,Electric,Manual,Used,Family,Silver
Hyundai Venue,43.11,13.6,7,Sedan,Electric,Manual,New,Luxury,Black
MG Hector,17.37,24.6,5,Sedan,Electric,Manual,Used,Family,Blue
Kia Seltos,10.41,20.3,4,SUV,CNG,Manual,New,Sporty,White
Maruti Baleno,24.07,15.7,7,Hatchback,Hybrid,Automatic,Used,Luxury,Black
Mahindra Scorpio,40.0,22.5,4,Hatchback,CNG,Automatic,Used,Sporty,Silver
Honda City,17.86,27.8,7,MUV,Petrol,Manual,New,Sporty,Black
MG Hector,29.05,26.5,5,SUV,Petrol,Manual,New,Sporty,Black
Renault Triber,5.15,22.3,5,SUV,Electric,Manual,New,Luxury,Blue
Maruti Swift,23.05,27.6,5,SUV,Electric,Automatic,Excellent,Sporty,White
Renault Triber,44.5,21.0,4,SUV,Diesel,Manual,Excellent,Luxury,Grey
Maruti Baleno,35.3,11.3,4,Sedan,Petrol,Automatic,Excellent,Luxury,Silver
Maruti Swift,25.35,26.9,7,MUV,Electric,Automatic,Excellent,Family,Black
Kia Seltos,25.54,13.3,4,Hatchback,Petrol,Manual,Used,Family,Red
Renault Triber,27.37,17.3,4,Sedan,CNG,Automatic,New,Sporty,White
Renault Triber,16.19,20.2,4,MUV,Diesel,Manual,Excellent,Sporty,White
Kia Seltos,32.52,23.2,7,MUV,CNG,Manual,New,Luxury,White
Renault Triber,32.15,19.2,5,MUV,Electric,Manual,New,Luxury,Silver
Kia Seltos,35.42,12.0,5,MUV,Diesel,Automatic,New,Sporty,White
Mahindra Scorpio,14.45,22.1,5,Sedan,Hybrid,Manual,Excellent,Sporty,Blue
Honda City,35.92,27.5,5,MUV,Hybrid,Automatic,New,Luxury,White
Kia Seltos,35.32,17.4,7,Hatchback,Diesel,Automatic,New,Family,White
Toyota Fortuner,16.23,17.9,7,SUV,Diesel,Manual,New,Luxury,Silver
Honda City,16.34,23.4,4,MUV,Electric,Manual,New,Family,Grey
Maruti Swift,4.13,24.4,4,Sedan,Electric,Manual,Used,Sporty,White
Toyota Fortuner,39.21,19.8,5,SUV,Electric,Automatic,Used,Sporty,White
Renault Triber,31.36,24.9,4,SUV,Petrol,Manual,Used,Sporty,Black
Hyundai Creta,7.44,20.3,5,Sedan,Hybrid,Automatic,Used,Sporty,Blue
Honda City,12.72,20.6,7,MUV,Electric,Automatic,Excellent,Sporty,Blue
Toyota Fortuner,27.85,13.2,7,MUV,Electric,Automatic,New,Sporty,Black
MG Hector,15.93,21.5,5,SUV,Diesel,Manual,New,Luxury,Black
Honda City,4.87,19.6,4,SUV,Diesel,Manual,Used,Family,Red
Maruti Swift,9.69,23.4,5,MUV,Electric,Automatic,New,Family,White
Hyundai Creta,44.9,27.3,5,SUV,Electric,Manual,New,Family,Blue
Hyundai Venue,39.31,22.0,4,MUV,Electric,Manual,New,Luxury,Black
Tata Nexon,34.57,15.2,7,Hatchback,Electric,Automatic,Used,Luxury,Grey
MG Hector,33.45,16.4,7,Sedan,CNG,Automatic,New,Sporty,Red
Maruti Swift,15.35,13.7,5,SUV,Diesel,Manual,New,Luxury,Grey
Hyundai Creta,21.27,22.6,4,Sedan,Petrol,Manual,Excellent,Luxury,Grey
MG Hector,18.75,16.3,5,Sedan,Petrol,Manual,Excellent,Family,Black
MG Hector,34.76,25.3,5,Hatchback,Petrol,Automatic,New,Luxury,Blue
Hyundai Creta,8.4,14.4,4,SUV,Diesel,Automatic,New,Family,Silver
Kia Seltos,11.69,19.9,7,Sedan,Petrol,Manual,Excellent,Sporty,Blue
Tata Nexon,24.36,25.2,4,Sedan,Diesel,Manual,Used,Sporty,White
Maruti Baleno,32.39,24.1,4,Hatchback,Diesel,Automatic,Excellent,Luxury,White
Toyota Innova,32.42,23.5,7,Hatchback,Petrol,Manual,Excellent,Luxury,White
Tata Nexon,44.11,16.9,5,Sedan,Petrol,Manual,New,Family,Silver
Toyota Innova,44.81,27.2,4,Hatchback,CNG,Manual,Excellent,Luxury,Silver
Tata Nexon,19.51,18.1,4,MUV,Hybrid,Automatic,Excellent,Family,Red
Toyota Innova,24.26,26.2,5,Sedan,Diesel,Automatic,Excellent,Family,Black
Honda City,29.03,12.9,7,Hatchback,CNG,Automatic,Excellent,Family,Red
Toyota Fortuner,31.71,14.2,4,MUV,Petrol,Manual,New,Family,Blue
MG Hector,35.5,23.4,4,Sedan,Hybrid,Manual,New,Sporty,Grey
Mahindra Scorpio,16.06,18.7,7,Hatchback,Diesel,Automatic,Used,Sporty,Grey
Maruti Swift,11.46,27.0,4,SUV,Hybrid,Automatic,New,Family,White
Toyota Fortuner,24.59,26.7,5,SUV,Petrol,Automatic,Excellent,Family,Black
Hyundai Venue,23.4,14.5,5,MUV,Hybrid,Automatic,Used,Sporty,Grey
Hyundai Venue,39.96,10.5,4,Sedan,Hybrid,Automatic,Excellent,Family,White
Tata Nexon,6.66,11.8,7,SUV,CNG,Automatic,Used,Sporty,Blue
Hyundai Creta,14.61,25.1,7,Hatchback,Diesel,Manual,Excellent,Sporty,White
Mahindra Scorpio,17.67,22.3,5,Hatchback,CNG,Manual,Used,Family,Grey
Mahindra Scorpio,15.18,21.1,7,Hatchback,Electric,Automatic,New,Sporty,Red
MG Hector,10.34,23.4,7,Hatchback,Diesel,Automatic,Used,Luxury,Blue
Tata Nexon,26.46,23.2,7,SUV,Electric,Manual,New,Luxury,Silver
Mahindra Scorpio,41.71,11.1,7,MUV,Petrol,Manual,Excellent,Family,Silver
Hyundai Creta,29.58,10.2,5,Hatchback,Diesel,Manual,Excellent,Luxury,White
Maruti Swift,4.91,21.9,7,SUV,Hybrid,Automatic,New,Sporty,Black
Tata Nexon,7.71,11.2,7,SUV,CNG,Manual,New,Family,Silver
Toyota Fortuner,16.79,25.2,4,Hatchback,Hybrid,Automatic,New,Luxury,Grey
Tata Nexon,23.62,25.5,7,Sedan,Petrol,Automatic,Excellent,Sporty,Black
Toyota Fortuner,34.41,15.8,4,SUV,Petrol,Automatic,Used,Family,Blue
Toyota Fortuner,23.3,21.6,4,Hatchback,Hybrid,Manual,Used,Family,Grey
Maruti Swift,8.02,23.1,4,MUV,Petrol,Automatic,Used,Family,Red
Renault Triber,44.05,12.7,4,MUV,Hybrid,Manual,Used,Luxury,Silver
Toyota Fortuner,35.16,21.3,7,Hatchback,CNG,Manual,New,Sporty,Blue
Hyundai Creta,12.14,25.7,4,MUV,CNG,Manual,New,Family,Silver
Renault Triber,26.8,17.6,5,Sedan,Petrol,Automatic,New,Luxury,White
MG Hector,34.76,17.3,7,Hatchback,Diesel,Automatic,Excellent,Luxury,Red
Kia Seltos,42.87,15.5,5,Hatchback,Electric,Manual,Used,Sporty,Blue
MG Hector,30.3,12.8,7,Hatchback,Hybrid,Manual,New,Family,Blue
Hyundai Creta,24.79,12.9,4,SUV,CNG,Automatic,New,Luxury,Red
Honda City,32.12,20.1,4,MUV,Hybrid,Automatic,New,Family,White
Toyota Fortuner,13.26,16.4,5,Hatchback,Electric,Automatic,New,Luxury,Black
Hyundai Venue,25.39,16.6,5,SUV,CNG,Manual,Used,Family,Red
Kia Seltos,6.91,14.7,7,SUV,Electric,Automatic,New,Sporty,White
Hyundai Creta,33.44,16.8,7,Hatchback,Petrol,Automatic,Excellent,Family,Blue
Renault Triber,13.09,24.3,5,MUV,Hybrid,Automatic,Excellent,Luxury,White
Toyota Innova,38.43,16.8,4,MUV,Petrol,Automatic,Excellent,Sporty,White
Kia Seltos,25.75,26.8,4,Sedan,Diesel,Manual,Used,Luxury,Black
Honda City,8.22,17.7,7,Hatchback,Petrol,Manual,Excellent,Luxury,Grey
Maruti Baleno,36.72,18.5,7,SUV,Petrol,Manual,Excellent,Family,Silver
Maruti Swift,31.37,27.1,4,MUV,Hybrid,Automatic,Excellent,Luxury,Red
Toyota Fortuner,21.63,22.9,5,SUV,Hybrid,Automatic,Excellent,Family,Silver
Maruti Baleno,32.96,23.9,7,MUV,CNG,Automatic,Used,Luxury,Black
Kia Seltos,31.13,19.4,4,MUV,Hybrid,Automatic,Excellent,Family,Black
Hyundai Creta,4.31,24.1,7,SUV,Hybrid,Automatic,Excellent,Family,Red
Tata Nexon,14.16,16.0,4,SUV,CNG,Automatic,New,Luxury,Black
Hyundai Venue,15.18,13.1,5,Sedan,Petrol,Automatic,Used,Sporty,Black
Maruti Baleno,17.7,27.6,5,SUV,Petrol,Manual,New,Luxury,White
MG Hector,30.09,10.3,7,MUV,Hybrid,Manual,Excellent,Luxury,Black
Hyundai Creta,12.41,25.6,4,Sedan,Electric,Automatic,Used,Family,Red
Toyota Innova,18.62,16.7,5,MUV,Electric,Manual,Excellent,Luxury,Blue
Honda City,28.17,21.1,5,Sedan,Diesel,Automatic,New,Luxury,Black
Honda City,21.18,17.9,7,Sedan,CNG,Manual,Excellent,Family,Red
Kia Seltos,35.43,17.6,7,MUV,Petrol,Automatic,Excellent,Sporty,Grey
Tata Nexon,43.72,25.4,4,MUV,Petrol,Automatic,Used,Sporty,Blue
MG Hector,26.45,19.1,7,MUV,Hybrid,Manual,Used,Family,Red
Maruti Baleno,12.41,22.5,7,Sedan,CNG,Manual,New,Luxury,Red
Tata Nexon,26.74,25.9,5,Hatchback,CNG,Automatic,Used,Sporty,Grey
Toyota Fortuner,26.23,16.6,5,Sedan,Hybrid,Manual,Excellent,Family,Red
Hyundai Creta,15.15,26.9,5,Sedan,Petrol,Automatic,New,Sporty,Red
Honda City,21.06,13.5,4,Hatchback,Hybrid,Automatic,Used,Family,Red
Honda City,11.56,13.9,5,Sedan,CNG,Manual,New,Family,Silver
Hyundai Venue,15.0,27.4,5,Sedan,Diesel,Automatic,Excellent,Family,Blue
MG Hector,22.05,19.2,4,SUV,CNG,Manual,New,Family,Red
Hyundai Venue,28.38,18.0,4,MUV,Hybrid,Automatic,Excellent,Luxury,Silver
Hyundai Creta,20.96,17.1,7,Sedan,CNG,Automatic,Used,Family,Silver
Tata Nexon,12.93,20.9,7,Hatchback,CNG,Automatic,New,Sporty,Black
Toyota Innova,9.66,22.2,4,SUV,CNG,Automatic,Excellent,Family,White
Toyota Fortuner,30.81,24.4,5,SUV,Electric,Manual,New,Family,Grey
MG Hector,15.37,27.3,7,Sedan,Diesel,Manual,Excellent,Sporty,Red
